cause_of_death,chapter,count,year,sex,cause_of_death_map
Complications following abortion and ectopic and molar pregnancy,"Pregnancy, childbirth and the puerperium",0,2017,Females,
"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium","Pregnancy, childbirth and the puerperium",0,2017,Females,
"Pre-existing hypertension complicating pregnancy, childbirth and the puerperium","Pregnancy, childbirth and the puerperium",0,2017,Females,
Pre-existing hypertensive disorder with superimposed proteinuria,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Gestational [pregnancy-induced] oedema and proteinuria without hypertension,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Gestational [pregnancy-induced] hypertension without significant proteinuria,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Gestational [pregnancy-induced] hypertension with significant proteinuria,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Eclampsia,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Unspecified maternal hypertension,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Other maternal disorders predominantly related to pregnancy,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Haemorrhage in early pregnancy,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Excessive vomiting in pregnancy,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Venous complications in pregnancy,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Infections of genitourinary tract in pregnancy,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Diabetes mellitus in pregnancy,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Malnutrition in pregnancy,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Maternal care for other conditions predominantly related to pregnancy,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Abnormal findings on antenatal screening of mother,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Complications of anaesthesia during pregnancy,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Maternal care related to the fetus and amniotic cavity and possible delivery problems,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Multiple gestation,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Complications specific to multiple gestation,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Maternal care for known or suspected malpresentation of fetus,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Maternal care for known or suspected disproportion,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Maternal care for known or suspected abnormality of pelvic organs,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Maternal care for known or suspected fetal abnormality and damage,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Maternal care for other known or suspected fetal problems,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Polyhydramnios,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Other disorders of amniotic fluid and membranes,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Premature rupture of membranes,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Placental disorders,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Placenta praevia,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Premature separation of placenta [abruptio placentae],"Pregnancy, childbirth and the puerperium",0,2017,Females,
"Antepartum haemorrhage, not elsewhere classified","Pregnancy, childbirth and the puerperium",0,2017,Females,
False labour,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Prolonged pregnancy,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Complications of labour and delivery,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Preterm labour and delivery,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Failed induction of labour,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Abnormalities of forces of labour,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Long labour,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Obstructed labour due to malposition and malpresentation of fetus,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Obstructed labour due to maternal pelvic abnormality,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Other obstructed labour,"Pregnancy, childbirth and the puerperium",0,2017,Females,
"Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified","Pregnancy, childbirth and the puerperium",0,2017,Females,
Labour and delivery complicated by fetal stress [distress],"Pregnancy, childbirth and the puerperium",0,2017,Females,
Labour and delivery complicated by umbilical cord complications,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Perineal laceration during delivery,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Other obstetric trauma,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Postpartum haemorrhage,"Pregnancy, childbirth and the puerperium",0,2017,Females,
"Retained placenta and membranes, without haemorrhage","Pregnancy, childbirth and the puerperium",0,2017,Females,
Complications of anaesthesia during labour and delivery,"Pregnancy, childbirth and the puerperium",0,2017,Females,
"Other complications of labour and delivery, not elsewhere classified","Pregnancy, childbirth and the puerperium",0,2017,Females,
Delivery,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Single spontaneous delivery,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Single delivery by forceps and vacuum extractor,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Single delivery by caesarean section,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Other assisted single delivery,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Multiple delivery,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Complications predominantly related to the puerperium,"Pregnancy, childbirth and the puerperium",3,2017,Females,
Puerperal sepsis,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Other puerperal infections,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Venous complications in the puerperium,"Pregnancy, childbirth and the puerperium",1,2017,Females,
Obstetric embolism,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Complications of anaesthesia during the puerperium,"Pregnancy, childbirth and the puerperium",0,2017,Females,
"Complications of the puerperium, not elsewhere classified","Pregnancy, childbirth and the puerperium",2,2017,Females,
Infections of breast associated with childbirth,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Other disorders of breast and lactation associated with childbirth,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Other obstetric conditions,"Pregnancy, childbirth and the puerperium",1,2017,Females,
Obstetric death of unspecified cause,"Pregnancy, childbirth and the puerperium",1,2017,Females,
Death from any obstetric cause occurring more than 42 days but less than one year after delivery,"Pregnancy, childbirth and the puerperium",0,2017,Females,
Death from sequelae of direct obstetric causes,"Pregnancy, childbirth and the puerperium",0,2017,Females,
"Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","Pregnancy, childbirth and the puerperium",0,2017,Females,
"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","Pregnancy, childbirth and the puerperium",0,2017,Females,
"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery",Certain conditions originating in the perinatal period,107,2017,Females,
Fetus and newborn affected by maternal conditions that may be unrelated to present pregnancy,Certain conditions originating in the perinatal period,7,2017,Females,
Fetus and newborn affected by maternal complications of pregnancy,Certain conditions originating in the perinatal period,47,2017,Females,
"Fetus and newborn affected by complications of placenta, cord and membranes",Certain conditions originating in the perinatal period,40,2017,Females,
Fetus and newborn affected by other complications of labour and delivery,Certain conditions originating in the perinatal period,13,2017,Females,
Fetus and newborn affected by noxious influences transmitted via placenta or breast milk,Certain conditions originating in the perinatal period,0,2017,Females,
Disorders related to length of gestation and fetal growth,Certain conditions originating in the perinatal period,37,2017,Females,
Slow fetal growth and fetal malnutrition,Certain conditions originating in the perinatal period,6,2017,Females,
"Disorders related to short gestation and low birth weight, not elsewhere classified",Certain conditions originating in the perinatal period,31,2017,Females,
Disorders related to long gestation and high birth weight,Certain conditions originating in the perinatal period,0,2017,Females,
Birth trauma,Certain conditions originating in the perinatal period,1,2017,Females,
Intracranial laceration and haemorrhage due to birth injury,Certain conditions originating in the perinatal period,1,2017,Females,
Other birth injuries to central nervous system,Certain conditions originating in the perinatal period,0,2017,Females,
Birth injury to scalp,Certain conditions originating in the perinatal period,0,2017,Females,
Birth injury to skeleton,Certain conditions originating in the perinatal period,0,2017,Females,
Birth injury to peripheral nervous system,Certain conditions originating in the perinatal period,0,2017,Females,
Other birth injuries,Certain conditions originating in the perinatal period,0,2017,Females,
Respiratory and cardiovascular disorders specific to the perinatal period,Certain conditions originating in the perinatal period,26,2017,Females,
Intrauterine hypoxia,Certain conditions originating in the perinatal period,4,2017,Females,
Birth asphyxia,Certain conditions originating in the perinatal period,1,2017,Females,
Respiratory distress of newborn,Certain conditions originating in the perinatal period,2,2017,Females,
Congenital pneumonia,Certain conditions originating in the perinatal period,1,2017,Females,
Neonatal aspiration syndromes,Certain conditions originating in the perinatal period,1,2017,Females,
Interstitial emphysema and related conditions originating in the perinatal period,Certain conditions originating in the perinatal period,2,2017,Females,
Pulmonary haemorrhage originating in the perinatal period,Certain conditions originating in the perinatal period,0,2017,Females,
Chronic respiratory disease originating in the perinatal period,Certain conditions originating in the perinatal period,6,2017,Females,
Other respiratory conditions originating in the perinatal period,Certain conditions originating in the perinatal period,3,2017,Females,
Cardiovascular disorders originating in the perinatal period,Certain conditions originating in the perinatal period,6,2017,Females,
Infections specific to the perinatal period,Certain conditions originating in the perinatal period,10,2017,Females,
Congenital viral diseases,Certain conditions originating in the perinatal period,0,2017,Females,
Bacterial sepsis of newborn,Certain conditions originating in the perinatal period,10,2017,Females,
Other congenital infectious and parasitic diseases,Certain conditions originating in the perinatal period,0,2017,Females,
Omphalitis of newborn with or without mild haemorrhage,Certain conditions originating in the perinatal period,0,2017,Females,
Other infections specific to the perinatal period,Certain conditions originating in the perinatal period,0,2017,Females,
Haemorrhagic and haematological disorders of fetus and newborn,Certain conditions originating in the perinatal period,12,2017,Females,
Fetal blood loss,Certain conditions originating in the perinatal period,0,2017,Females,
Umbilical haemorrhage of newborn,Certain conditions originating in the perinatal period,0,2017,Females,
Intracranial nontraumatic haemorrhage of fetus and newborn,Certain conditions originating in the perinatal period,5,2017,Females,
Haemorrhagic disease of fetus and newborn,Certain conditions originating in the perinatal period,0,2017,Females,
Other neonatal haemorrhages,Certain conditions originating in the perinatal period,1,2017,Females,
Haemolytic disease of fetus and newborn,Certain conditions originating in the perinatal period,0,2017,Females,
Hydrops fetalis due to haemolytic disease,Certain conditions originating in the perinatal period,0,2017,Females,
Kernicterus,Certain conditions originating in the perinatal period,1,2017,Females,
Neonatal jaundice due to other excessive haemolysis,Certain conditions originating in the perinatal period,0,2017,Females,
Neonatal jaundice from other and unspecified causes,Certain conditions originating in the perinatal period,0,2017,Females,
Disseminated intravascular coagulation of fetus and newborn,Certain conditions originating in the perinatal period,4,2017,Females,
Other perinatal haematological disorders,Certain conditions originating in the perinatal period,1,2017,Females,
Transitory endocrine and metabolic disorders specific to fetus and newborn,Certain conditions originating in the perinatal period,2,2017,Females,
Transitory disorders of carbohydrate metabolism specific to fetus and newborn,Certain conditions originating in the perinatal period,1,2017,Females,
Transitory neonatal disorders of calcium and magnesium metabolism,Certain conditions originating in the perinatal period,0,2017,Females,
Other transitory neonatal endocrine disorders,Certain conditions originating in the perinatal period,0,2017,Females,
Other transitory neonatal electrolyte and metabolic disturbances,Certain conditions originating in the perinatal period,1,2017,Females,
Digestive system disorders of fetus and newborn,Certain conditions originating in the perinatal period,6,2017,Females,
Other intestinal obstruction of newborn,Certain conditions originating in the perinatal period,0,2017,Females,
Necrotizing enterocolitis of fetus and newborn,Certain conditions originating in the perinatal period,4,2017,Females,
Other perinatal digestive system disorders,Certain conditions originating in the perinatal period,2,2017,Females,
Conditions involving the integument and temperature regulation of fetus and newborn,Certain conditions originating in the perinatal period,4,2017,Females,
Hypothermia of newborn,Certain conditions originating in the perinatal period,0,2017,Females,
Other disturbances of temperature regulation of newborn,Certain conditions originating in the perinatal period,0,2017,Females,
Other conditions of integument specific to fetus and newborn,Certain conditions originating in the perinatal period,4,2017,Females,
Other disorders originating in the perinatal period,Certain conditions originating in the perinatal period,38,2017,Females,
Convulsions of newborn,Certain conditions originating in the perinatal period,0,2017,Females,
Other disturbances of cerebral status of newborn,Certain conditions originating in the perinatal period,13,2017,Females,
Feeding problems of newborn,Certain conditions originating in the perinatal period,0,2017,Females,
Reactions and intoxications due to drugs administered to fetus and newborn,Certain conditions originating in the perinatal period,0,2017,Females,
Disorders of muscle tone of newborn,Certain conditions originating in the perinatal period,0,2017,Females,
Fetal death of unspecified cause,Certain conditions originating in the perinatal period,0,2017,Females,
Other conditions originating in the perinatal period,Certain conditions originating in the perinatal period,25,2017,Females,
Congenital malformations of the nervous system,"Congenital malformations, deformations and chromosomal abnormalities",39,2017,Females,
Anencephaly and similar malformations,"Congenital malformations, deformations and chromosomal abnormalities",3,2017,Females,
Encephalocele,"Congenital malformations, deformations and chromosomal abnormalities",1,2017,Females,
Microcephaly,"Congenital malformations, deformations and chromosomal abnormalities",5,2017,Females,
Congenital hydrocephalus,"Congenital malformations, deformations and chromosomal abnormalities",4,2017,Females,
Other congenital malformations of brain,"Congenital malformations, deformations and chromosomal abnormalities",13,2017,Females,
Spina bifida,"Congenital malformations, deformations and chromosomal abnormalities",9,2017,Females,
Other congenital malformations of spinal cord,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Other congenital malformations of nervous system,"Congenital malformations, deformations and chromosomal abnormalities",4,2017,Females,
"Congenital malformations of eye, ear, face and neck","Congenital malformations, deformations and chromosomal abnormalities",1,2017,Females,
"Congenital malformations of eyelid, lacrimal apparatus and orbit","Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
"Anophthalmos, microphthalmos and macrophthalmos","Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Congenital lens malformations,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Congenital malformations of anterior segment of eye,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Congenital malformations of posterior segment of eye,"Congenital malformations, deformations and chromosomal abnormalities",1,2017,Females,
Other congenital malformations of eye,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Congenital malformations of ear causing impairment of hearing,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Other congenital malformations of ear,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Other congenital malformations of face and neck,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Congenital malformations of the circulatory system,"Congenital malformations, deformations and chromosomal abnormalities",96,2017,Females,
Congenital malformations of cardiac chambers and connections,"Congenital malformations, deformations and chromosomal abnormalities",2,2017,Females,
Congenital malformations of cardiac septa,"Congenital malformations, deformations and chromosomal abnormalities",27,2017,Females,
Congenital malformations of pulmonary and tricuspid valves,"Congenital malformations, deformations and chromosomal abnormalities",4,2017,Females,
Congenital malformations of aortic and mitral valves,"Congenital malformations, deformations and chromosomal abnormalities",16,2017,Females,
Other congenital malformations of heart,"Congenital malformations, deformations and chromosomal abnormalities",21,2017,Females,
Congenital malformations of great arteries,"Congenital malformations, deformations and chromosomal abnormalities",4,2017,Females,
Congenital malformations of great veins,"Congenital malformations, deformations and chromosomal abnormalities",4,2017,Females,
Other congenital malformations of peripheral vascular system,"Congenital malformations, deformations and chromosomal abnormalities",14,2017,Females,
Other congenital malformations of circulatory system,"Congenital malformations, deformations and chromosomal abnormalities",4,2017,Females,
Congenital malformations of the respiratory system,"Congenital malformations, deformations and chromosomal abnormalities",6,2017,Females,
Congenital malformations of nose,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Congenital malformations of larynx,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Congenital malformations of trachea and bronchus,"Congenital malformations, deformations and chromosomal abnormalities",1,2017,Females,
Congenital malformations of lung,"Congenital malformations, deformations and chromosomal abnormalities",4,2017,Females,
Other congenital malformations of respiratory system,"Congenital malformations, deformations and chromosomal abnormalities",1,2017,Females,
Cleft lip and cleft palate,"Congenital malformations, deformations and chromosomal abnormalities",2,2017,Females,
Cleft palate,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Cleft lip,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Cleft palate with cleft lip,"Congenital malformations, deformations and chromosomal abnormalities",2,2017,Females,
Other congenital malformations of the digestive system,"Congenital malformations, deformations and chromosomal abnormalities",5,2017,Females,
"Other congenital malformations of tongue, mouth and pharynx","Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Congenital malformations of oesophagus,"Congenital malformations, deformations and chromosomal abnormalities",3,2017,Females,
Other congenital malformations of upper alimentary tract,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
"Congenital absence, atresia and stenosis of small intestine","Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
"Congenital absence, atresia and stenosis of large intestine","Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Other congenital malformations of intestine,"Congenital malformations, deformations and chromosomal abnormalities",2,2017,Females,
"Congenital malformations of gallbladder, bile ducts and liver","Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Other congenital malformations of digestive system,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Congenital malformations of genital organs,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
"Congenital malformations of ovaries, fallopian tubes and broad ligaments","Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Congenital malformations of uterus and cervix,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Other congenital malformations of female genitalia,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Undescended testicle,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Hypospadias,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Other congenital malformations of male genital organs,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Indeterminate sex and pseudohermaphroditism,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Congenital malformations of the urinary system,"Congenital malformations, deformations and chromosomal abnormalities",31,2017,Females,
Renal agenesis and other reduction defects of kidney,"Congenital malformations, deformations and chromosomal abnormalities",3,2017,Females,
Cystic kidney disease,"Congenital malformations, deformations and chromosomal abnormalities",25,2017,Females,
Congenital obstructive defects of renal pelvis and congenital malformations of ureter,"Congenital malformations, deformations and chromosomal abnormalities",1,2017,Females,
Other congenital malformations of kidney,"Congenital malformations, deformations and chromosomal abnormalities",1,2017,Females,
Other congenital malformations of urinary system,"Congenital malformations, deformations and chromosomal abnormalities",1,2017,Females,
Congenital malformations and deformations of the musculoskeletal system,"Congenital malformations, deformations and chromosomal abnormalities",17,2017,Females,
Congenital deformities of hip,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Congenital deformities of feet,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
"Congenital musculoskeletal deformities of head, face, spine and chest","Congenital malformations, deformations and chromosomal abnormalities",1,2017,Females,
Other congenital musculoskeletal deformities,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Polydactyly,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Syndactyly,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Reduction defects of upper limb,"Congenital malformations, deformations and chromosomal abnormalities",1,2017,Females,
Reduction defects of lower limb,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Reduction defects of unspecified limb,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Other congenital malformations of limb(s),"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Other congenital malformations of skull and face bones,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Congenital malformations of spine and bony thorax,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Osteochondrodysplasia with defects of growth of tubular bones and spine,"Congenital malformations, deformations and chromosomal abnormalities",2,2017,Females,
Other osteochondrodysplasias,"Congenital malformations, deformations and chromosomal abnormalities",6,2017,Females,
"Congenital malformations of the musculoskeletal system, not elsewhere classified","Congenital malformations, deformations and chromosomal abnormalities",7,2017,Females,
Other congenital malformations,"Congenital malformations, deformations and chromosomal abnormalities",23,2017,Females,
Congenital ichthyosis,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Epidermolysis bullosa,"Congenital malformations, deformations and chromosomal abnormalities",1,2017,Females,
Other congenital malformations of skin,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Congenital malformations of breast,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Other congenital malformations of integument,"Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
"Phakomatoses, not elsewhere classified","Congenital malformations, deformations and chromosomal abnormalities",4,2017,Females,
"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified","Congenital malformations, deformations and chromosomal abnormalities",1,2017,Females,
Other specified congenital malformation syndromes affecting multiple systems,"Congenital malformations, deformations and chromosomal abnormalities",9,2017,Females,
"Other congenital malformations, not elsewhere classified","Congenital malformations, deformations and chromosomal abnormalities",8,2017,Females,
"Chromosomal abnormalities, not elsewhere classified","Congenital malformations, deformations and chromosomal abnormalities",83,2017,Females,
Down syndrome,"Congenital malformations, deformations and chromosomal abnormalities",58,2017,Females,
Edwards syndrome and Patau syndrome,"Congenital malformations, deformations and chromosomal abnormalities",11,2017,Females,
"Other trisomies and partial trisomies of the autosomes, not elsewhere classified","Congenital malformations, deformations and chromosomal abnormalities",3,2017,Females,
"Monosomies and deletions from the autosomes, not elsewhere classified","Congenital malformations, deformations and chromosomal abnormalities",5,2017,Females,
"Balanced rearrangements and structural markers, not elsewhere classified","Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
Turner syndrome,"Congenital malformations, deformations and chromosomal abnormalities",1,2017,Females,
"Other sex chromosome abnormalities, female phenotype, not elsewhere classified","Congenital malformations, deformations and chromosomal abnormalities",1,2017,Females,
"Other sex chromosome abnormalities, male phenotype, not elsewhere classified","Congenital malformations, deformations and chromosomal abnormalities",0,2017,Females,
"Other chromosome abnormalities, not elsewhere classified","Congenital malformations, deformations and chromosomal abnormalities",4,2017,Females,
Symptoms and signs involving the circulatory and respiratory systems,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",43,2017,Females,
Abnormalities of heart beat,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",1,2017,Females,
Cardiac murmurs and other cardiac sounds,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
"Gangrene, not elsewhere classified","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",4,2017,Females,
"Abnormal blood-pressure reading, without diagnosis","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Haemorrhage from respiratory passages,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2,2017,Females,
Cough,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Abnormalities of breathing,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",1,2017,Females,
Pain in throat and chest,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Other symptoms and signs involving the circulatory and respiratory systems,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",35,2017,Females,
Symptoms and signs involving the digestive system and abdomen,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15,2017,Females,
Abdominal and pelvic pain,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",3,2017,Females,
Nausea and vomiting,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Heartburn,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Dysphagia,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2,2017,Females,
Flatulence and related conditions,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Faecal incontinence,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
"Hepatomegaly and splenomegaly, not elsewhere classified","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Unspecified jaundice,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Ascites,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Other symptoms and signs involving the digestive system and abdomen,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",10,2017,Females,
Symptoms and signs involving the skin and subcutaneous tissue,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Disturbances of skin sensation,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Rash and other nonspecific skin eruption,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
"Localized swelling, mass and lump of skin and subcutaneous tissue","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Other skin changes,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Symptoms and signs involving the nervous and musculoskeletal systems,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",3,2017,Females,
Abnormal involuntary movements,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Abnormalities of gait and mobility,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",3,2017,Females,
Other lack of coordination,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Other symptoms and signs involving the nervous and musculoskeletal systems,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Symptoms and signs involving the urinary system,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Pain associated with micturition,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Unspecified haematuria,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Unspecified urinary incontinence,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Retention of urine,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Anuria and oliguria,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Polyuria,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Urethral discharge,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Other symptoms and signs involving the urinary system,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
"Symptoms and signs involving cognition, perception, emotional state and behaviour","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",3,2017,Females,
"Somnolence, stupor and coma","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",1,2017,Females,
Other symptoms and signs involving cognitive functions and awareness,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2,2017,Females,
Dizziness and giddiness,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Disturbances of smell and taste,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Other symptoms and signs involving general sensations and perceptions,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Symptoms and signs involving emotional state,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Symptoms and signs involving appearance and behaviour,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
Symptoms and signs involving speech and voice,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
"Speech disturbances, not elsewhere classified","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0,2017,Females,
